,Availability,Year,Floor,LoyerNet,Charges,Space,Street,Zip,City,Latitude,Longitude,chambre,séjour,cuisine,wc,hall,outdoors,cave,réduit,Entrée,stores,Description
374,juillet 2020										</span>,-1,1,-1,340,128,Chemin de la Prairie 5D,1007,Lausanne,46.5233154,6.6058198,0,0,0,0,0,0,0,0,0,0,<p></p>
375,juillet 2020										</span>,-1,2,2770,355,128,Chemin de la Prairie 5B,1007,Lausanne,46.5235245,6.6049845,0,0,0,0,0,0,0,0,0,0,<p></p>
376,mars 2020										</span>,-1,-1,1330,170,-1,Rue de la Combette 14,1008,Prilly,46.5292529,6.6037363,1,1,1,2,1,1,0,0,0,0,"<p>Nous avons l'avantage de proposer à la location un appartement de 2 pièces au 1er étage d'un immeuble locatif dans un quartier familial et proche des axes routiers et autoroutiers. A deux pas d'un centre commercial, le logement est composé comme suit : <br><br>Un hall, un cuisine agencée, un séjour, une chambre, une salle de bains/WC, un balcon<br><br>Loyer : CHF 1'330.- + CHF 100.- de charges + CHF 70.- de frais accessoires<br><br>Disponibilité : 01.03.2020<br><br>Contact pour visite : Monsieur Rabita</p>"
377,avril 2020										</span>,1954,0,2350,290,88,Chemin de Contigny 9,1007,Lausanne,46.5175572,6.6110843,2,1,1,0,1,1,1,0,0,0,"<p>Nous vous proposons en location, dans un quartier très apprécié du sud de la ville de Lausanne, un joli 3.5 pièces qui comprend: <br><br>- Hall d'entrée avec armoires murales <br>- Cuisine agencée avec lave-vaisselle <br>- 2 Chambres à coucher avec du parquet <br>- Séjour avec du parquet <br>- Salle de bain <br>- Terrasse <br>- Cave<br>- PAS d'ascenseur <br><br>Vous trouverez à proximité une pharmacie, une boulangerie, une petite COOP et divers restaurants. <br><br>Un garage box est disponible à la location pour un loyer de CHF 200.00 par mois. <br><br>Une visite s'impose!</p>"
378,maintenant										</span>,-1,4,1010,80,26,,,-1,46.5392629,6.5858152,0,0,1,2,0,1,0,0,0,0,"<p>A quelques minutes à pieds des commerces et transports publics<br>Magnifique 1 pièce entièrement rénové<br>Comprenant une cuisine agencée, un pièce à vivre, une salle de douche/WC et un balcon.<br><br>Visite groupée : le vendrerdi 28 février à 10h30<br><br></p>"
379,avril 2020										</span>,-1,3,3500,250,120,Avenue du Léman 6,1005,Lausanne,46.5173396,6.6434786,0,0,0,0,0,0,0,0,0,0,<p></p>
380,maintenant										</span>,-1,2,-1,160,68,Chemin de Renens 9,1004,Lausanne,46.5269325,6.6136648,0,0,0,0,0,0,0,0,0,0,<p>Visites: Mercredi 21 et jeudi 22 mai 2014 de 18h à 19h30 sur place. (M. Liste)</p>
381,juillet 2020										</span>,-1,3,3270,-1,106,Rhodanie,1007,Lausanne,46.5141133,6.6115273,2,1,1,3,0,4,1,0,1,0,"<p>Situé au dernier étage d'une résidence se trouvant à deux pas du bord du Lac, ce bien de 4.5 pièces d'env. 106m2 habitables et disposant d'une belle terrasse d'env. 37m2 saura vous offrir un cadre de vie idéal. Vue dégagée avec aperçu lac &amp; montagnes.<br><br>Les transports en communs et axes autoroutiers sont à proximité immédiate.<br><br>L'objet se compose comme suit :<br><br>Entrée<br><br>Séjour avec accès terrasse<br><br>Cuisine entièrement agencée avec coin à manger et acces terrasse<br><br>1 suite parentale avec salle-de-bains/WC attenants et possibilité d'installer une colonne de lavage<br><br>2 chambres à coucher<br><br>1 salle-de-douche/WC<br><br>Terrasse d'env. 37m2<br><br>Annexes :<br><br>1 cave<br><br>1 longue place de parc intérieure<br><br>Divers :<br><br>vidéophone<br><br>Local vélos<br><br>buanderie commune accessible en tout temps<br><br>Détail loyer :<br><br>Loyer net : Frs. 3'270.-<br><br>Forfait charges : Frs. 280.-<br><br>1 place intérieure : Frs. 150.-<br><br>Total : Frs. 3'700.-</p>"
382,No info,2011,0,1230,6,22,Av du Léman 87,1005,Lausanne,46.5145784,6.6538842,0,0,0,0,0,0,0,0,0,0,"<p>Appartements à Lausanne-Pully, studio de 1,5 pièces en location. <br>Loyer Fr. 1'230.--<br>Charges à forfait : Fr. 70.--<br>Total Fr. 1'300.-- <br><br>Apartments in Lausanne-Pully 1.5 room apartment for rent.</p>"
383,maintenant										</span>,-1,-1,1980,180,99,Route des Flumeaux 39,1008,Prilly,46.5307817,6.6018541,0,1,1,1,0,0,0,0,0,0,"<p>Un séjour. Une salle de bain avec WC, douche et baignoire. Buanderie privée. Cuisine luxueusement agencée. Une place de parc extérieure.</p>"
384,avril 2020										</span>,-1,1,-1,-1,48,Avenue du 1er Mai 12,1020,Renens,46.5407308,6.5838765,1,0,1,2,1,1,1,0,0,0,"<p>Ce logement est situé dans un quartier calme et verdoyant, proche des transports publics (arrêt de bus à 400 m) de toutes les commodités (500 m), écoles primaires et secondaires (600 m), ainsi que de la Gare CFF de Renens et du M1 (800 m).<br>Comprenant :<br> <br> - Hall <br> - Cuisine agencée <br> - Salon/Salle à manger<br> - Une chambre<br> - Salle de bains/wc<br> - Balcon<br> - Cave</p>"
385,maintenant										</span>,-1,4,1910,-1,65,Avenue de Beaulieu 27,1004,Lausanne,46.5262301,6.6256671,0,1,1,1,0,2,0,0,0,0,"<p>Beaulieu 27 - Lausanne <br><br>Magnifique loft (2.5 pièces) de 65 m2 au dernier étage d'un bel immeuble situé en plein coeur du centre-ville.<br><br>L'appartement dispose d'un balcon et jouit d'une jolie vue sur les Alpes et le Lac. Il se trouve à proximité immédiate de toutes les commodités : commerces, restaurants, écoles, théâtre et transports publics.<br><br>Il comprend un séjour avec cuisine ouverte entièrement agencée et équipée, une pièces avec coin nuit, une de salle d'eau/WC et un balcon.<br><br>Charges en sus. à Fr. 140.-</p>"
386,mars 2020										</span>,1954,1,1050,80,28,,,-1,46.5263329,6.6199854,0,0,1,2,1,0,1,0,0,0,"<p>Cet immeuble rénové en 2007/2008 est situé en retrait de la route principale, sans les nuisances routières. L'arrêt du LEB à destination de la plate-forme du Flon est atteignable en 2 minutes à pied. Les commerces sont à proximité immédiate. <br>Appartement rénové comprenant : hall, pièce principale, salle de bains-wc, cuisine agencée et cave.</p>"
387,avril 2020										</span>,-1,4,1400,90,58,Chemin des Faverges 16,1006,Lausanne,46.5137164,6.647642,0,0,0,0,0,0,0,0,0,0,"<p>Immeuble avec ascenseur situé dans un quartier agréable et calme. Le bus pour le centre ville est à la porte, de même que quelques magasins et une crèche pour les enfants.</p>"
388,juillet 2020										</span>,-1,0,2650,200,106,Chemin de Pierrefleur 60,1004,Lausanne,46.5384897,6.6132798,1,0,1,4,1,2,1,1,0,0,<p>Il est situé dans un quartier calme et verdoyant à deux pas du parc du Désert et des transports publics (ligne de bus N° 2). Il est également à 500 m d'un supermarché et à 750 m d'un établissement scolaire primaire.<br>Comprenant :<br> <br> Rafraîchissement de peinture prévu<br> Hall <br> Cuisine agencée et équipée d'un lave-vaisselle<br> Salon/Salle à manger <br> Trois belles chambres <br> Salle de bains-baignoire/wc <br> Salle de douches <br> Wc séparé <br> Terrasse et jardin <br> Couloirs avec armoires murales <br> Réduit<br> Cave<br> Place(s) de parc intérieure(s) à disposition CHF 130.00/mois en sus.</p>
389,mai 2020										</span>,-1,3,1420,250,73,Chemin du Grandchamp 5,1018,Lausanne,46.5339878,6.6338936,1,0,1,0,1,1,0,0,0,0,"<p>A proximité des commerces, des écoles, des transports publics et du stade de la Pontaise, cet appartement se distingue par sa situation privilégiée proche de l'accès autoroutier(Blécherette).<br><br>Il se compose comme suite: <br><br>- Hall avec armoire murale<br>- Cuisine entièrement agencée avec un lave-vaisselle<br>- Salon avec coin salle à manger<br>- Grand balcon <br>- Deux chambres à coucher<br>- Une salle de bain avec baignoire<br><br>Possibilité de louer une place de parc extérieure à CHF 60.00 par mois.<br><br>Pour une visite, Madame Harivola se tient volontiers à disposition.</p>"
390,maintenant										</span>,1961,-1,870,100,33,Avenue de Valmont 16,1010,Lausanne,46.53734,6.6568018,1,0,1,2,1,1,0,0,0,0,"<p>Situé dans les hauts de Lausanne, dans un quartier calme et un cadre verdoyant, idéal pour étudiant.<br> Cet endroit vous offre diverses commodités, notamment les transports publics (lignes de bus n°6-41-65-75), un accès proche à l'autoroute, du métro ""M2"", des commerces, des établissements scolaires, une piscine et un centre de loisirs. <br> <br> <br>Ce logement comprend : hall d'entrée, une chambre, cuisine agencée, salle de bains/WC et balcon.<br> <br> Pour toutes demandes d'informations de contact, nous vous invitons à consulter notre site internet www.regieducroset.ch sous l'onglet « à louer ».</p>"
391,avril 2020										</span>,-1,-1,3565,-1,134,Vignes,1024,Ecublens,46.5313876,6.5598562,4,1,1,4,1,7,1,0,0,0,"<p>Chaleureuse villa avec jardin, idéale pour accueillir une famille, est disposée comme suit: <br><br>Rez-de-chaussée<br><br>- Hall d'entrée avec vestiaire<br>- Toilettes visiteurs<br>- Cuisine entièrement équipée ouverte sur la salle à manger, accès jardin<br>- Séjour avec poêle suédois, accès terrasse et jardin<br><br>1er étage<br><br>- Chambre à coucher parentale avec salle de douches/WC attenante<br>- 3 chambres <br>- Salle de bains/WC, double vasques <br><br>Sous-sol<br><br>- Buanderie <br>- local technique<br>- Spacieuse cave <br><br>Extérieurs<br><br>- Belle terrasse avec toile de tente<br>- Jardin entièrement clôturé, en parfait état<br>- 1 place de parking/box<br>- 1 place extérieur<br><br>L'entretien du jardin est à charge locataire<br><br>LOYER : CHF 3'600.00<br>CHARGES : individuelle<br>DISPONIBILITÉ : 1er avril 2020<br><br>Visites et renseignements<br>Bernard Nicod SA - Service VIP <br>Marie-Louise Béglé</p>"
392,maintenant										</span>,-1,1,2050,200,82,Route du Bois 13,1024,Ecublens,46.5307059,6.5649221,0,0,0,0,0,0,0,0,0,0,<p></p>
393,juin 2020										</span>,-1,0,1150,100,48,Chemin du Bochet 22,1024,Ecublens,46.5392291,6.5703256,1,1,1,2,0,1,0,0,0,0,"<p>Appartement de 2 pièces de 50m2 dans un quartier calme et verdoyant comprenant un séjour avec balcon, une chambre, une cuisine agencée, une salle de bains/WC.<br><br>Place de parc extérieure obligatoire à Fr. 60.--</p>"
394,avril 2020										</span>,-1,1,2160,260,52,Rue du Simplon 35,1006,Lausanne,46.5159419,6.6285326,0,0,0,0,0,0,0,0,0,0,<p></p>
395,No info,1955,5,1290,105,42,Rue du Maupas 61,1004,Lausanne,46.5258421,6.6237462,0,0,0,0,0,0,0,0,0,0,"<p>Joli appartement de 2 pièces dans les combles idéal pour célibataire ou jeune coupe. Situé au coeur de Lausanne dans une zone calme et proche des commerces et des transports publics, ce logement se compose de la manière suivante :</p>"
396,No info,1955,5,1310,105,47,Rue du Maupas 67,1004,Lausanne,46.5253636,6.6233482,0,0,0,0,0,0,0,0,0,0,"<p>Appartement de 2 pièces dans les combles. Idéalement situé au centre ville de Lausanne dans une zone calme et proche des commerces, ce logement se compose de la manière suivante :</p>"
397,mai 2020										</span>,1986,3,1620,270,81,Chemin des Bossons 3BIS,1018,Lausanne,46.5357926,6.6209731,2,1,1,2,1,1,0,0,0,0,"<p>Situé au centre-ville dans un quartier familial, idéal pour un couple ou étudiant, à proximité des commerces, des écoles, d'une garderie, d'une aire de jeux, d'un centre sportif, ainsi que des transports en commun et d'un accès autoroutier.<br>Ce logement comprend : hall d'entrée, deux chambres, séjour, cuisine agencée, salle de bains, WC-séparés et balcon.<br> <br> Pour toutes demandes d'informations de contact, nous vous invitons à consulter notre site internet www.regieducroset.ch sous l'onglet « à louer ».</p>"
398,maintenant										</span>,1964,3,1400,120,54,,,-1,46.5359377,6.5892803,0,0,0,0,0,0,0,0,0,0,<p></p>
399,mai 2020										</span>,-1,2,2070,120,73,Rue de la Pontaise 10,1018,Lausanne,46.5291321,6.6305499,0,0,0,0,0,1,0,0,0,0,"<p>Ce joli appartement avec balcon est idéalement situé en centre ville, proche de toutes les commodités citadines (transports publics, écoles, commerces etc).<br><br>Au 2ème étage d'un immeuble récent, il est composé de la manière suivante:<br><br></p>"
400,mars 2020										</span>,-1,-1,1400,108,-1,Avenue de Verdeil 38,1005,Lausanne,46.518539,6.6516243,0,0,0,0,0,0,0,0,0,0,<p></p>
401,avril 2020										</span>,-1,3,1300,-1,44,,,-1,-1.0,-1.0,1,1,1,2,1,1,0,0,0,0,"<p>Bel appartement meublé de 2.5 pièces à proximité du parc de Valency à Lausanne.<br><br>Proche de toutes commodités : bus, métro, supermarchés et autres.<br><br>Il se compose comme suit:<br><br>Hall d'entrée<br>séjour avec balconnet<br>cuisine agencée<br>1 chambre<br>1 salle-de-bains/WC<br><br>Loyer charges incluses: Fr. 1300.-<br><br>Visites groupées effectuées par Unil Lausanne.<br> <br>Lundi 17 février 2020 de 16h00 à 17h00<br><br>Mercredi 19 février 2020 de 08h00 à 09h00<br><br>Lundi 24 février 2020 de 16h00 à 17h00<br><br>Contact</p>"
402,mars 2020										</span>,1906,3,1300,200,58,Avenue du Chablais 39,1008,Prilly,46.52484,6.6027046,0,0,0,0,0,0,0,0,0,0,<p>Immeuble aux portes de Lausanne proche de tous commerces et des transports publics (bus et métro)</p>
403,No info,1952,3,1343,195,59,Avenue de la Chablière 35bis,1004,Lausanne,46.5332758,6.6125643,1,0,2,2,1,1,1,0,0,0,"<p>Très beau logement de 3 pièces au 3ème étage de 59m2 comprenant :<br><br>- Un Hall avec un cagibi<br>- Un salon<br>- Deux chambres<br>- Une cuisine habitable avec frigo<br>- Une salle de bains-WC avec baignoire<br>- Un balcon<br>- Une cave<br><br>L'immeuble n'a pas d'ascenseur.<br><br>TRAVAUX PREVUS : <br><br>- Réfection complète de la peinture<br>- Ponçage et vitrification des parquets + remplacement des plinthes<br>- Pose de carrelage au sol de la cuisine &amp; de la salle de bain<br><br>Merci de contacter les locataires pour les visites. <br><br>« BAIL DE DUREE DETERMINEE DE 5 ANS. POSSIBILITES DE RESILIATION PAR LE LOCATAIRE PENDANT LA DUREE FIXE. ».<br><br>En cas d'intérêt de votre part pour ce logement, APRES VISITE et UNIQUEMENT après visite, merci de nous transmettre les documents suivants, soit :<br><br>- Une demande de location remplie, datée et signée par toutes les personnes s'inscrivant sur le bail à loyer (locataire + garant si il y en a un) FORMULAIRE A TELECHARGER SUR www.realestate.Apleona Real Estate.com<br><br>- Extrait de l'Office des Poursuites (validité de 3 mois maximum)<br><br>- Copie des 3 dernières fiches de salaire<br><br>- Copie de la carte d'identité<br><br><br>MERCI DE FOURNIR CES DOCUMENTS A DOUBLE SI VOUS VOUS INSCRIVEZ EN COUPLE OU AVEC UN GARANT !<br><br>Les dossiers sont à envoyer par courrier ou à amener en main propre à notre guichet. TOUS LES DOSSIERS ENVOYES PAR E-MAIL NE SERONT PAS ACCEPTES.</p>"
404,avril 2020										</span>,-1,1,3400,-1,-1,,,-1,-1.0,-1.0,3,2,1,3,1,2,0,0,0,0,"<p>Charmant appartement semi-meublé de 4.5 pièces proche du quai d'Ouchy.<br><br>Appartement de standing, proche du quai d'Ouchy ainsi que de commodités comme bus, métro et à quelques centaines de mètres de la gare de Lausanne.<br><br>Ce bien se compose comme suit:<br><br>Hall aménageable<br>Grand séjour avec accès terrasse<br>Cuisine agencée ouverte sur le séjour<br>3 chambres à coucher dont une avec balcon, dressing et salle-de-bains/WC<br>1 salle-de-douche/WC<br><br>Loyer net: Fr. 3'400.-<br>Charges individuelles en sus<br>1 place de parc extérieure incluse<br><br>Visites: M. Arsllani</p>"
405,avril 2020										</span>,-1,2,1600,-1,-1,,,-1,-1.0,-1.0,1,1,1,2,1,1,0,0,0,0,"<p>Charmant appartement de 2.5 pièces situé dans un quartier calme de Lausanne.<br><br>Proche de toutes commodités: bus, métro, supermarchés et autoroute.<br><br>Il se compose comme suit:<br><br>Hall avec armoires murales aménageable<br>Séjour avec accès balcon, aperçu sur le lac<br>Cuisine agencée fermée<br>1 chambre<br>1 salle-de-bains/WC<br><br>Loyer charges incluses: Fr. 1600.-<br><br>Visites groupées:<br>Le mercredi 26 février 2020 de 17h00 à 19h00<br>Le jeudi 27 février 2020 de 17h00 à 19h00<br><br>Adresse: Chemin de Chantemerle 12, 1010 Lausanne <br><br>Locataire: M. Davran</p>"
406,mars 2020										</span>,-1,2,1950,215,84,Avenue des Boveresses 17,1010,Lausanne,46.53478,6.6625203,1,1,1,2,0,0,0,0,0,0,"<p>Entièrement rénové, appartement en duplex de 3.5 pièces avec beaucoup de cachet à louer au 1er mars 2020.<br><br>Comprenant, une cuisine entièrement aménagée et équipée ouverte sur séjour lumineux de 29 m2 avec un WC indépendant ; à l'étage, deux grandes chambres, une salle de bain avec double vasque, douche et WC. <br><br>Loyer : CHF 1'950.- + charges CHF 215.- <br><br>Parking disponible<br><br>Pour une visite, n'hésitez pas à nous contacter.<br><br>*Le plan en annexe n'est pas un document contractuel, toute modification demeure réservée.</p>"
407,mars 2020										</span>,-1,0,1490,90,35,Avenue des Boveresses 17,1010,Lausanne,46.53478,6.6625203,1,1,1,1,0,2,0,0,0,0,"<p>Appartement entièrement rénové, de 2.5 pièces d'environ 35,80 m2 à louer au 1er mars 2020<br><br>Comprenant, une cuisine entièrement aménagée et équipée ouverte sur séjour lumineux de 21 m2 attenant sur une terrasse de 11 m2, une chambre donnant également accès à la terrasse et une salle d'eau avec douche et WC.<br><br>Loyer : CHF 1'490.- + charges CHF 90.- <br><br>D'autres appartements de 2.5 pièces similaires sont à louer.<br><br>Parking disponible<br><br>Pour une visite, n'hésitez pas à nous contacter.<br><br>*Le plan en annexe n'est pas un document contractuel, toute modification demeure réservée.</p>"
408,mars 2020										</span>,-1,2,1290,95,37,Avenue des Boveresses 17,1010,Lausanne,46.53478,6.6625203,0,0,1,1,0,0,0,0,0,0,"<p>Dans petite copropriété, appartement de 1.5 pièces entièrement rénové d'environ 37,50 m2 au 2ème étage à louer au 1er mars 2020.<br><br>Comprenant, une cuisine entièrement aménagée et équipée donnant sur grande pièce principale de 33 m2, une salle d'eau avec douche et WC.<br><br>Loyer : CHF 1'290.- + charges CHF 95.- <br><br>Parking disponible<br><br>Pour une visite, n'hésitez pas à nous contacter.<br><br>*Le plan en annexe n'est pas un document contractuel, toute modification demeure réservée.</p>"
409,avril 2020										</span>,-1,3,1280,130,47,,,-1,46.5215459,6.6095442,0,0,1,2,0,1,0,0,1,0,"<p>Entrée, dégagement meublable, cuisine fermée, frigo, salle de bains/WC, balcon.</p>"
410,maintenant										</span>,-1,4,615,105,10,Chemin des Triaudes 4 B,1024,Ecublens,46.5241565,6.5661887,2,1,1,2,0,1,0,0,0,0,"<p>Dans un immeuble à proximité immédiate de l'EPFL, à deux pas du lac, de la nature et du centre-ville de Lausanne, nous louons pour tout de suite une chambre en colocation avec 4 autres garçons. <br><br>Le logement comprend: <br><br>- Cuisine agencée (plaques vitrocéramiques, hotte de ventilation, réfrigérateur, micro-ondes) <br>- Salle de douche avec WC<br>- Séjour agencé<br>- Pas de balcon <br><br>La chambre comporte un lit, une armoire murale, une table de chevet, un bureau et une chaise.<br><br>Pour plus d'information, rendez-vous sur le site www.studentvillage-lausanne.ch. <br><br>Dépêchez-vous, envoyez-nous votre dossier complet de candidature!</p>"
411,mai 2020										</span>,-1,4,1125,75,19,Avenue du Temple 1-3,1020,Renens,46.5366378,6.5881085,0,0,1,1,0,0,0,0,0,0,"<p>Nous vous louons un studio meublé proche de l'ECAL ou à 30 minutes seulement de l'EPFL qui comprend: <br><br>- Coin cuisine avec 2 plaques de cuissons, un micro-ondes encastré, réfrigérateur et lave-vaisselle format 2 pers.<br>- Canapé convertible<br>- Accès WIFI<br>- Mobilier : 1 armoire, 2 fauteuils, 1 table, 2 chaises, un lit<br>- Salle de douche<br><br>Les transports publics se trouvent à quelques mètres du bâtiment. <br><br>Nous restons à votre disposition pour tous renseignements complémentaires.</p>"
412,mars 2020										</span>,-1,2,3500,400,140,Rue de la Harpe 1,1006,Lausanne,46.5126732,6.6321107,1,1,1,3,1,0,0,0,0,0,"<p>Vous êtes à la recherche d'un logement dans le quartier sous-gare ? Laissez-vous tenter par la visite de ce magnifique bien que nous proposons à location dès le 1er mars 2020.<br><br>Alliant charme de l'ancien et finitions modernes, cet objet dispose de belles pièces à vivre avec du parquet et des plafonds en hauteur. <br><br>Il est composé de la manière suivante :<br><br>- Long hall avec armoires murales<br>- Cuisine entièrement agencée avec coin à manger<br>- Séjour avec cheminée<br>- 3 belles chambres<br>- Salle-de-bains/WC<br>- WC séparé<br><br>En cas d'intérêt et seulement après la visite, merci de nous soumettre votre demande de location (à télécharger sur notre site) accompagnée des documents suivants :<br><br>- pièce d'identité<br>- 3 dernières fiches de salaire<br>- attestation de l'Office des poursuites (validité 3 mois max)</p>"
413,mars 2020										</span>,-1,2,1520,150,42,Rue de la Harpe 1,1006,Lausanne,46.5095226,6.6391431,0,0,1,2,0,0,0,0,0,0,"<p>Soyez le premier locataire de ce spacieux studio alliant le charme de l'ancien et la modernité.<br><br>Situé dans le quartier sous-gare, ce magnifique bien dispose d'une grande pièce à vivre, d'une belle cuisine agencée et habitable ainsi que d'une salle-de-bains/WC.<br><br>Disponible dès le 1er mars 2020.<br><br>En cas d'intérêt et seulement après la visite, vous pouvez nous soumettre votre demande de location (à télécharger sur notre site) accompagné des documents suivants :<br><br>- Pièce d'identité<br>- Attestation de l'Office des poursuites (validité 3 mois max)<br>- 3 dernières fiches de salaire</p>"
414,maintenant										</span>,-1,1,-1,130,45,Signal 10,1018,Lausanne,46.5310946,6.6368763,0,0,0,0,0,0,0,0,0,0,<p></p>
415,No info,-1,3,2300,210,120,Rue Mauborget 6,1003,Lausanne,46.5228821,6.6289098,0,0,0,0,0,0,0,0,0,0,"<p>En plein coeur de Lausanne, ce magnifique loft de 120 m2 situé au 3ème étage d'un immeuble classé historique, est composé comme suit :</p>"
416,mars 2020										</span>,1957,3,2050,380,102,Rue du Grand-Pont 2bis,1003,Lausanne,46.521093,6.6313621,1,0,1,1,0,0,1,0,0,0,"<p>Ce logement se situant au coeur de la ville, saura vous charmer grâce aux atouts suivants : <br><br>- Cuisine agencée avec lave-vaisselle<br>- Espace chambre (fermé par porte coulissante)<br>- Salle de douche<br>- Parquet au sol<br>- Armoires encastrées<br>- Buanderie individuelle<br>- Ascenseur<br>- Cave<br><br>Vous pourrez vous déplacer dans la ville soit à pied, soit en empruntant les bus qui passent à 200 m de l'immeuble soit en prenant le métro dont l'arrêt est à 3 minutes. <br><br>Nous restons à votre disposition pour tout renseignement supplémentaire. N'attendez-plus!</p>"
417,mars 2020										</span>,-1,7,1860,150,53,Chemin de Rionza 21,1020,Renens,46.525058,6.5984965,2,0,1,1,0,1,0,0,0,0,"<p>Joli appartement de 3.5 pièces, d'env. 53m2 habitable, idéalement situé.<br>Proche de toutes commodités et des transports en communs. L'arrêt de bus ""Longemalle"", lignes 32 et 33 est situé à 2' à pieds. La station de métro ""Malley"" situé à 6' à pieds, dessert l'EPFL en 5'.<br>Appartement en très bon état, partiellement rénové.<br>Il dispose d'une cuisine entièrement équipée, un grand salon accédant au balcon avec une magnifique vue sur le lac, deux chambres à coucher et d'une salle de bains.<br>L'immeuble dispose d'une buanderie commune.</p>"
418,juin 2020										</span>,-1,1,-1,25,-1,Avenue de Préfaully 30,1020,Renens,46.5326362,6.5811167,0,0,0,0,0,0,0,0,0,0,<p></p>
419,maintenant										</span>,-1,3,1480,120,43,,,-1,46.5114777,6.6249372,1,0,1,1,0,1,0,0,0,0,"<p>Très bel appartement lumineux, récemment rénové de 2 pièces au 3ème étage comprenant une cuisine agencée, un salon, une chambre, une salle de bain avec WC et un balcon.<br><br>Possibilité de reprise de la conciergerie du bâtiment.<br><br>Contact: Laureline Sondaz</p>"
420,mars 2020										</span>,-1,3,-1,110,44,Mathurin-Cordier 13A,1005,Lausanne,46.5223532,6.641371,0,0,0,0,0,0,0,0,0,0,<p></p>
421,avril 2020										</span>,-1,3,-1,125,59,Bois De La Fontaine 13,1007,Lausanne,46.5220723,6.6019071,0,0,0,0,0,1,0,0,0,0,<p>Balcon - Vue - Tranquillité - Verdure - A proximité des écoles - A proximité des commerces - A proximité transp. publics</p>
422,mars 2020										</span>,-1,5,-1,-1,20,Avenue de Morges 175,1004,Lausanne,46.5262834,6.6097646,0,0,0,0,0,0,0,0,0,0,<p></p>
423,maintenant										</span>,-1,-1,1950,200,91,Place du Tunnel 21,1005,Lausanne,46.5259258,6.6338172,1,1,1,2,1,1,1,0,0,0,"<p>Nous avons l'avantage de vous proposer à la location un grand logement de 3.5 pièces au 3ème étage d'un immeuble familial idéalement situé en plein coeur du centre-ville et à proximité immédiate des commerces. <br><br>Ce logement se compose comme suit : <br><br>- Un hall d'entrée avec armoires murales permettant un rangement optimal, <br>- Un vaste séjour permettant l'accès à un balcon avec une vue dégagée, <br>- Deux chambres, <br>- Une cuisine entièrement aménagée et moderne, <br>- Une salle de bains, <br>- Un WC séparé. <br><br>Deux vastes galetas ainsi qu'une cave complètent ce bien. <br><br>Le loyer est le suivant : <br><br>- Loyer net : CHF 1'950.00<br>- Acompte de chauffage/eau chaude : CHF 100.00<br>- Acompte de frais accessoires : CHF 100.00<br><br>Soit un loyer mensuel brut de CHF 2'150.00.<br><br>En cas d'intérêt, nous vous remercions de prendre contact avec Madame Neves.</p>"
424,maintenant										</span>,-1,5,1550,100,51,Rue de Lausanne 39,1020,Renens,46.5357308,6.5880842,1,1,1,2,1,1,0,0,0,0,<p><br> Il se compose comme suit :<br> <br> - un hall<br> - une cuisine agencée<br> - un séjour<br> - une chambre-à-coucher<br> - une salle-de-bains/WC<br> - un balcon<br> <br> <br></p>
425,maintenant										</span>,-1,0,1870,150,81,Route de la Clochatte 10 E,1018,Lausanne,46.542485,6.6396103,2,1,1,2,1,1,0,0,0,0,<p><br> Il se compose comme suit :<br> <br> - un hall<br> - une cuisine agencée ouverte sur séjour<br> - deux chambres-à-coucher<br> - une salle-de-douche/WC<br> - un WC séparé<br> - une terrasse</p>
426,maintenant										</span>,-1,1,1100,100,22,Chemin des Esserts 2,1024,Ecublens,46.5344969,6.5688555,1,0,1,1,0,0,0,0,0,0,<p><br> Chambre avec salle-de-bains indépendante. Espace cuisine en commun.</p>
427,maintenant										</span>,-1,0,1950,150,100,Avenue de Florissant 4,1020,Renens,46.5353158,6.5979137,2,1,1,3,1,0,0,0,0,0,"<p><br> Il se compose suit :<br> <br> - une entrée indépendante<br> - un hall<br> - une cuisine agencée et équipée (réfrigérateur, cuisinière, vitrocéram, lave-vaisselle)<br> - un grand séjour<br> - deux chambres-à-coucher<br> - une salle-de-bains/WC<br> - un WC séparé</p>"
428,No info,-1,1,1600,100,70,Chemin des Clos 8,1020,Renens,46.5326769,6.5948739,1,1,1,2,1,3,0,0,0,0,"<p>Ville au bord ouest de Lausanne, Renens bénéficie de quartiers calmes offrant tous les avantages des services à proximités, quartiers où se trouve notamment le petit bâtiment qui héberge cet appartement. Il s'agit d'une petite bâtisse charmante, abritant deux logements. <br><br> Il se compose comme suit :<br> <br> - un hall<br> - un séjour<br> - une cuisine<br> - une chambre<br> - une salle de bains/WC<br> - un balcon<br> - jouissance du jardin et du jardin potager</p>"
429,No info,-1,1,2490,200,110,Avenue du Léman 87,1005,Lausanne,46.5145784,6.6538842,1,1,1,5,1,1,0,0,0,0,"<p>Petit immeuble en PPE, de construction récente<br><br> Il se compose comme suit : <br> <br> - ascenseur avec accès direct au logement<br> - un hall<br> - une cuisine agencée avec îlot central<br> - un séjour<br> - trois chambres-à-coucher dont une avec salle-de-bains attenante<br> - une salle-de-bains/WC<br> - une salle-de-douche/WC<br> - un WC séparé avec lave et sèche-linge<br> <br> Toutes les pièces ont un accès balcon<br> <br> Loyer CHF 2'490.00 + CHF 200.00 de charges. Avec place de parc intérieure à CHF 180.00</p>"
